seed,other
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
8180,-0.94738034327731
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
4053,-0.697009465090472
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
9251,-0.722737943431919
9147,-0.443223042538395
488,0.891670095169607
2959,-0.294058213380876
2599,-0.773287389277817
4429,-0.536198554885213
5443,-0.23743243291888
3514,0.0197591664126294
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
9251,-0.722737943431919
5749,0.7591752832913
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
5022,0.738714510580165
9594,-0.653249236885483
7246,-0.804794721134353
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
5022,0.738714510580165
231,-0.640560588894666
106,-0.891749766972051
1050,-0.0132531502516732
237,-0.513243420821648
415,-0.827188037276503
8180,-0.94738034327731
1681,-0.356942203131551
7711,-0.514609665576753
3705,0.814752679473411
3085,-0.590537221054831
9143,-0.587474336438802
5582,0.828753997874131
4053,-0.697009465090472
4954,-0.739734376340838
2595,0.800883565657334
944,-0.330162286018292
2213,0.684065331158142
468,0.965727334032334
6550,0.476652469131055
3514,0.0197591664126294
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
620,-0.501411161079565
4807,-0.706733913777351
6700,-0.0890565738607439
5749,0.7591752832913
7169,0.391037715650563
6348,-0.384577126499314
7298,-0.411184828416549
7013,0.774127873232465
473,-0.565988269973432
7479,-0.836329211272221
2642,0.978576582630285
